text,audio_path
A man talking and looking at his phone while walking to his car.,clotho_16k/driving_buying_beer_on_sunday.wav
Children yelling in the background and a voice complaining in the foreground at a car wash.,clotho_16k/driving_buying_beer_on_sunday.wav
In the foreground a voice complains at a car wash and in the background children yell.,clotho_16k/driving_buying_beer_on_sunday.wav
A bored person is tapping and rubbing their fingers on a tabletop.,clotho_16k/pc_mouse.wav
A person tapping their fingers on desk and cracks their knuckles.,clotho_16k/pc_mouse.wav
Someone cracks their knuckles after strumming their fingers on a desk.,clotho_16k/pc_mouse.wav
The flow of the wind and taps on a microphone and a channel being tuned.,clotho_16k/pc_mouse.wav
wind blowing sound and tapping on microphone and tuning the channel sound.,clotho_16k/pc_mouse.wav
A public transport alerts its passengers and states something.,clotho_16k/metro underground ambient noisy transport catalan barcelona minimal tickling glitch.wav
An airplane speaker tells something to passengers with talking in the background.,clotho_16k/metro underground ambient noisy transport catalan barcelona minimal tickling glitch.wav
An electronic voice makes an announcement to a group of people speaking.,clotho_16k/metro underground ambient noisy transport catalan barcelona minimal tickling glitch.wav
Warning sound and an announcement on public transportation,clotho_16k/metro underground ambient noisy transport catalan barcelona minimal tickling glitch.wav
some people are talking followed by an announcement,clotho_16k/metro underground ambient noisy transport catalan barcelona minimal tickling glitch.wav
Somebody hammers wood while another opens and shuts a major sliding entryway.,clotho_16k/hugeSlidingDoorSlamECM800.wav
Someone hammers wood while another opens and closes a big sliding door.,clotho_16k/hugeSlidingDoorSlamECM800.wav
Something knocked the door and it was closed and silenced before the thing knocked it again,clotho_16k/hugeSlidingDoorSlamECM800.wav
Tapping on a door followed by silence for awhile and then an door opening and closing.,clotho_16k/hugeSlidingDoorSlamECM800.wav
tapping the door sound followed by an idle sound and door open and close sound.,clotho_16k/hugeSlidingDoorSlamECM800.wav
A butane fire roars to live and fades out and then fades back into life,clotho_16k/Boa Constrictor.wav
A flame from a welding iron is turned on and off.,clotho_16k/Boa Constrictor.wav
A person using a hose to clean something.,clotho_16k/Boa Constrictor.wav
A welding iron flame is being turned on and then immediately turned off.,clotho_16k/Boa Constrictor.wav
Someone cleans a hard surface using a hose.,clotho_16k/Boa Constrictor.wav
A small fire crackling and footsteps of the user in a wooded area.,clotho_16k/bohinj_forestFootsteps.wav
Birds chirp as footsteps come near then walk far away.,clotho_16k/bohinj_forestFootsteps.wav
"Footsteps approach, then go away, as birds chirp in the area.",clotho_16k/bohinj_forestFootsteps.wav
"Out in nature, birds singing, steps staring to move on the ground",clotho_16k/bohinj_forestFootsteps.wav
"Out in nature, the birds sing, steps start to move on the ground.",clotho_16k/bohinj_forestFootsteps.wav
A man is speaking at a very slow pace.,"clotho_16k/Uh, Hi, Mom. I Crashed the Car.wav"
A man is talking to someone about something.,"clotho_16k/Uh, Hi, Mom. I Crashed the Car.wav"
A man is talking in a nervous manner.,"clotho_16k/Uh, Hi, Mom. I Crashed the Car.wav"
A person speaks but mumbles over their words nervously.,"clotho_16k/Uh, Hi, Mom. I Crashed the Car.wav"
"A person speaks, with a weak cadence to their words and voice.","clotho_16k/Uh, Hi, Mom. I Crashed the Car.wav"
A coffee machine operates as people converse in the background.,clotho_16k/Busy Coffee Shop.wav
A coffee machine preparing coffee while people talk in the background.,clotho_16k/Busy Coffee Shop.wav
A milk shaker filling up is accompanied by various scratching noises,clotho_16k/Busy Coffee Shop.wav
People talk together while another person fills a container with water.,clotho_16k/Busy Coffee Shop.wav
Someone filling a container with water while others are talking.,clotho_16k/Busy Coffee Shop.wav
"A person fills up a glass with a beverage, then quickly chugs it and breathes heavily",clotho_16k/Water Pour and Drink.wav
"A person fills up a glass with liquid, then quickly gulps it and breathes heavily.",clotho_16k/Water Pour and Drink.wav
Water is poured into a container and is drunk by a person who pants and continues to chug.,clotho_16k/Water Pour and Drink.wav
Water is poured into a container and then gulped by someone who pants and continues to chug.,clotho_16k/Water Pour and Drink.wav
"Liquid is poured into a cup, gulped down the throat of a person, then breathing, more gulping, then more breathing.",clotho_16k/Water Pour and Drink.wav
A sizzle pan has some items being scooped inside its cooking oil.,clotho_16k/outdoors ambient windy wind leaves rustle.wav
Food sizzling in a pan while being cooked on a stove.,clotho_16k/outdoors ambient windy wind leaves rustle.wav
Steaks are cooked on a grill and flipped to the other side to cook.,clotho_16k/outdoors ambient windy wind leaves rustle.wav
Steaks on a grill and being flipped over to finish cooking.,clotho_16k/outdoors ambient windy wind leaves rustle.wav
The sizzling of food cooking on a stove or in a pan.,clotho_16k/outdoors ambient windy wind leaves rustle.wav
A blow dryer running a little loudly and having its ups and downs.,clotho_16k/vacuum power head.wav
A machine is being ground against another hard object that is moving at variable speeds.,clotho_16k/vacuum power head.wav
A machine is grinding against another hard object at varying speeds.,clotho_16k/vacuum power head.wav
An piece of metal is being filed and ground against a spinning blade,clotho_16k/vacuum power head.wav
The electric saw is being used in the garage.,clotho_16k/vacuum power head.wav
A bell is rung threes times and the ringing fades away between each ring.,clotho_16k/Buddhist Bells.wav
A person plays a triangle and it vibrates the sound.,clotho_16k/Buddhist Bells.wav
"Metal instruments are being struck repeatedly, creating a high pitched noise",clotho_16k/Buddhist Bells.wav
Metal instruments are struck repeatedly creating a high pitched noise,clotho_16k/Buddhist Bells.wav
Someone playing the triangle with vibrations creating sound.,clotho_16k/Buddhist Bells.wav
Somebody writing and making a tapping noise in the foreground.,clotho_16k/Packaging Paper Pen Scribble.wav
Someone is writing and then lays ink pen down.,clotho_16k/Packaging Paper Pen Scribble.wav
Someone rubs and a tapping sound is audible in the foreground.,clotho_16k/Packaging Paper Pen Scribble.wav
Someone writes for a while and then sets down their pen.,clotho_16k/Packaging Paper Pen Scribble.wav
Something boils against a backdrop of chopping and stirring,clotho_16k/Packaging Paper Pen Scribble.wav
A door creaks open and closes followed by footsteps,clotho_16k/kitchen-door.wav
A door is opened and it squeaks as a person ambulates.,clotho_16k/kitchen-door.wav
A person is opening and closing a creaky door.,clotho_16k/kitchen-door.wav
A person is opening up cupboards to see what is inside.,clotho_16k/kitchen-door.wav
Someone is opening and closing a locker in a silent environment with a creaking noise.,clotho_16k/kitchen-door.wav
A radio is in between stations and playing static.,clotho_16k/cd_load_26sedit.wav
A radio that is in between stations and playing static.,clotho_16k/cd_load_26sedit.wav
A radio tuner being moved across static and various weak stations emitting Morse code.,clotho_16k/cd_load_26sedit.wav
"As a radio tuner is being moved, static and several weak stations sending Morse code are emitted.",clotho_16k/cd_load_26sedit.wav
a person trying to get a signal on an old radio,clotho_16k/cd_load_26sedit.wav
"A machine started moving stopped, adjusted and continued working",clotho_16k/dishwasher beep and motor.wav
"A machine started moving until the worker stopped and adjusted the machine, then continued working.",clotho_16k/dishwasher beep and motor.wav
"A person starts a lawnmower, stops it and then starts the lawnmower again.",clotho_16k/dishwasher beep and motor.wav
"Someone is operating some industrial machinery before it stalls, and then they restart it.",clotho_16k/dishwasher beep and motor.wav
"Someone is operating some industrial machinery before stalling it, and then restarting it.",clotho_16k/dishwasher beep and motor.wav
"A hairdryer is blowing, getting a little louder, and continuing.",clotho_16k/dryer_long_1.wav
A machine is continuously in operation as moving motors turn.,clotho_16k/dryer_long_1.wav
A machine with moving motors was continuously working,clotho_16k/dryer_long_1.wav
An audible blow dryer which steams and begins to vent.,clotho_16k/dryer_long_1.wav
Someone using a vacuum and hitting something and continuing to vacuum.,clotho_16k/dryer_long_1.wav
A container of pills are shaken back and forth harshly then at a steady beat then fast and harsh.,clotho_16k/Sugar Packet.wav
"Someone crumples up a candy wrapper, bends it so it breaks, and wads it up.",clotho_16k/Sugar Packet.wav
Someone is playing with the plastic cover for a product.,clotho_16k/Sugar Packet.wav
Someone is shaking a sugar packet at varying speeds.,clotho_16k/Sugar Packet.wav
"Candies in a container are shaken back and forth harshly, then in a steady beat, then fast and harsh",clotho_16k/Sugar Packet.wav
A Heavy rain storm violently hits the ground.,clotho_16k/Heavy Rain 1.wav
A heavy rainstorm violently hits the solid ground.,clotho_16k/Heavy Rain 1.wav
Heavy rain viewed from underneath a shielded area.,clotho_16k/Heavy Rain 1.wav
Moderate to heavy rainfall with light thunder in the background.,clotho_16k/Heavy Rain 1.wav
Moderate to heavy rainfall with slight thunder in the background.,clotho_16k/Heavy Rain 1.wav
A person roams around then they strolls away.,clotho_16k/Steps Indoor medium soft Shoe Sole accompanying wooden Floor hollow Big Room 5mx10mx6m.wav
A person walks in shuffles around and then they walk away.,clotho_16k/Steps Indoor medium soft Shoe Sole accompanying wooden Floor hollow Big Room 5mx10mx6m.wav
Heavy footsteps walking and scraping across a hard floor.,clotho_16k/Steps Indoor medium soft Shoe Sole accompanying wooden Floor hollow Big Room 5mx10mx6m.wav
Many footsteps in a hallway and then a slight pause,clotho_16k/Steps Indoor medium soft Shoe Sole accompanying wooden Floor hollow Big Room 5mx10mx6m.wav
footsteps with heavy foot ware on a floor of wood,clotho_16k/Steps Indoor medium soft Shoe Sole accompanying wooden Floor hollow Big Room 5mx10mx6m.wav
"A motor bike is started, and it revs its engine, before racing past while changing gears.",clotho_16k/CivicSI.Accelerating.1.wav
"A motor bike starts, revs its engine and then races past as it changes gears.",clotho_16k/CivicSI.Accelerating.1.wav
A race car taking off from a garage at the racetrack.,clotho_16k/CivicSI.Accelerating.1.wav
A sports cars gears are shifted multiple points in time then navigates towards a street of crushed rock.,clotho_16k/CivicSI.Accelerating.1.wav
a sports car shifting gears four times and then cruising onto a gravel road.,clotho_16k/CivicSI.Accelerating.1.wav
"After vigorous cleaning, water is running and a brush is scrubbing.",clotho_16k/Windshield Wiper.wav
"Someone cleaning with a spraying tool, then scraping and squeaking.",clotho_16k/Windshield Wiper.wav
"The man uses the spraying tool to clean, causing the siding to scrape and squeak.",clotho_16k/Windshield Wiper.wav
Water is moved with a squeegee and floor is swept.,clotho_16k/Windshield Wiper.wav
